book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors_ratings,original_publication_year,original_title,title_ratings,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,Unnamed: 0,title_content,authors_content,Description,Genres,Avg_Rating,Num_Ratings,URL
270,12873,17899948,46663,306,1844080382,9781844080380.0,"Daphne du Maurier, Sally Beauman",1938.0,Rebecca,rebecca,en-US,4.2,177384,329596,14920,4565,10900,49263,112768,152100,https://images.gr-assets.com/books/1327871977m/12873.jpg,https://images.gr-assets.com/books/1327871977s/12873.jpg,126.0,rebecca,Daphne du Maurier,"""Last night I dreamt I went to Manderley again...""Ancient, beautiful Manderley, between the rose garden and the sea, is the county's showpiece. Rebecca made it so - even a year after her death, Rebecca's influence still rules there. How can Maxim de Winter's shy new bride ever fill her place or escape her vital shadow?A shadow that grows longer and darker as the brief summer fades, until, in a moment of climatic revelations, it threatens to eclipse Manderley and its inhabitants completely...","['Classics', 'Fiction', 'Mystery', 'Gothic', 'Romance', 'Historical Fiction', 'Thriller']",4.24,"583,293",https://www.goodreads.com/book/show/17899948-rebecca
271,18373,18373,3337594,163,156030306,9780156030300.0,Daniel Keyes,1966.0,Flowers for Algernon,flowers for algernon,en-US,4.07,313044,336199,11328,4223,14882,65106,122462,129526,https://images.gr-assets.com/books/1367141311m/18373.jpg,https://images.gr-assets.com/books/1367141311s/18373.jpg,66.0,flowers for algernon,Daniel Keyes,"The story of a mentally disabled man whose experimental quest for intelligence mirrors that of Algernon, an extraordinary lab mouse. In diary entries, Charlie tells how a brain operation increases his IQ and changes his life. As the experimental procedure takes effect, Charlie's intelligence expands until it surpasses that of the doctors who engineered his metamorphosis. The experiment seems to be a scientific breakthrough of paramount importance until Algernon begins his sudden, unexpected deterioration. Will the same happen to Charlie?","['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Psychology', 'Literature', 'School']",4.19,"614,176",https://www.goodreads.com/book/show/36576608-flowers-for-algernon
272,6952,6952,1172473,177,552995878,9780552995870.0,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989.0,Como agua para chocolate,like water for chocolate,en-US,3.94,263199,285469,6559,8887,15941,60147,100011,100483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,479.0,like water for chocolate,Laura Esquivel,"Earthy, magical, and utterly charming, this tale of family life in turn-of-the-century Mexico became a best-selling phenomenon with its winning blend of poignant romance and bittersweet wit.The number one bestseller in Mexico and America for almost two years, and subsequently a bestseller around the world, Like Water For Chocolate is a romantic, poignant tale, touched with moments of magic, graphic earthiness, bittersweet wit - and recipes. A sumptuous feast of a novel, it relates the bizarre history of the all-female De La Garza family. Tita, the youngest daughter of the house, has been forbidden to marry, condemned by Mexican tradition to look after her mother until she dies. But Tita falls in love with Pedro, and he is seduced by the magical food she cooks. In desperation, Pedro marries her sister Rosaura so that he can stay close to her, so that Tita and Pedro are forced to circle each other in unconsummated passion. Only a freakish chain of tragedies, bad luck and fate finally reunite them against all the odds.","['Fiction', 'Magical Realism', 'Romance', 'Historical Fiction', 'Classics', 'Fantasy', 'Food']",3.95,"354,293",https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate
273,1103,1103,1453585,105,812968069,9780812968060.0,Lisa See,2005.0,Snow Flower and the Secret Fan,snow flower and the secret fan,eng,4.05,280475,290660,15807,3268,11286,56005,116178,103923,https://images.gr-assets.com/books/1327880508m/1103.jpg,https://images.gr-assets.com/books/1327880508s/1103.jpg,447.0,snow flower and the secret fan,Lisa See,"In nineteenth-century China, in a remote Hunan county, a girl named Lily, at the tender age of seven, is paired with a laotong, “old same,” in an emotional match that will last a lifetime. The laotong, Snow Flower, introduces herself by sending Lily a silk fan on which she’s painted a poem in nu shu, a unique language that Chinese women created in order to communicate in secret, away from the influence of men.As the years pass, Lily and Snow Flower send messages on fans, compose stories on handkerchiefs, reaching out of isolation to share their hopes, dreams, and accomplishments. Together, they endure the agony of foot-binding, and reflect upon their arranged marriages, shared loneliness, and the joys and tragedies of motherhood. The two find solace, developing a bond that keeps their spirits alive. But when a misunderstanding arises, their deep friendship suddenly threatens to tear apart.","['Historical Fiction', 'Fiction', 'China', 'Historical', 'Asia', 'Book Club', 'Adult']",4.09,"364,118",https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan
274,22034,22034,266624,259,451205766,9780451205770.0,"Mario Puzo, Robert Thompson, Peter Bart",1969.0,The Godfather,the godfather,eng,4.36,256480,270386,5832,2930,5985,30009,83730,147732,https://images.gr-assets.com/books/1394988109m/22034.jpg,https://images.gr-assets.com/books/1394988109s/22034.jpg,,,,,,,,
275,49750,49750,48658,116,525476881,9780525476890.0,John Green,2006.0,An Abundance of Katherines,an abundance of katherines,eng,3.63,312754,347424,20657,14225,36867,98115,111740,86477,https://images.gr-assets.com/books/1360206426m/49750.jpg,https://images.gr-assets.com/books/1360206426s/49750.jpg,976.0,an abundance of katherines,John Green,"Katherine V thought boys were grossKatherine X just wanted to be friendsKatherine XVIII dumped him in an e-mailK-19 broke his heartWhen it comes to relationships, Colin Singleton's type happens to be girls named Katherine. And when it comes to girls named Katherine, Colin is always getting dumped. Nineteen times, to be exact.On a road trip miles from home, this anagram-happy, washed-up child prodigy has ten thousand dollars in his pocket, a bloodthirsty feral hog on his trail, and an overweight, Judge Judy-loving best friend riding shotgun--but no Katherines. Colin is on a mission to prove The Theorem of Underlying Katherine Predictability, which he hopes will predict the future of any relationship, avenge Dumpees everywhere, and finally win him the girl.Love, friendship, and a dead Austro-Hungarian archduke add up to surprising and heart-changing conclusions in this ingeniously layered comic novel about reinventing oneself.","['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Teen', 'Humor']",3.53,"513,796",https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines
276,29579,29579,1783981,169,553803719,9780553803720.0,Isaac Asimov,1951.0,Foundation,foundation (foundation #1),eng,4.13,279688,297588,6240,7697,12471,47251,97583,132586,https://images.gr-assets.com/books/1417900846m/29579.jpg,https://images.gr-assets.com/books/1417900846s/29579.jpg,572.0,"foundation (foundation, #1)",Isaac Asimov,"The first novel in Isaac Asimov's classic science-fiction masterpiece, the Foundation series For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying. But only Hari Seldon, creator of the revolutionary science of psychohistory, can see into the future--to a dark age of ignorance, barbarism, and warfare that will last thirty thousand years. To preserve knowledge and save humankind, Seldon gathers the best minds in the Empire--both scientists and scholars--and brings them to a bleak planet at the edge of the galaxy to serve as a beacon of hope for future generations. He calls his sanctuary the Foundation.","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Novels']",4.17,"505,698",https://www.goodreads.com/book/show/29579.Foundation
277,15783514,15783514,21500681,109,62255657,9780062255660.0,Neil Gaiman,2013.0,The Ocean at the End of the Lane,the ocean at the end of the lane,eng,3.99,293844,336251,37655,7038,18089,64714,127761,118649,https://images.gr-assets.com/books/1497098563m/15783514.jpg,https://images.gr-assets.com/books/1497098563s/15783514.jpg,722.0,the ocean at the end of the lane,Neil Gaiman,"Sussex, England. A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn't thought of Lettie in decades, and yet as he sits by the pond (a pond that she'd claimed was an ocean) behind the ramshackle old farmhouse, the unremembered past comes flooding back. And it is a past too strange, too frightening, too dangerous to have happened to anyone, let alone a small boy.Forty years earlier, a man committed suicide in a stolen car at this farm at the end of the road. Like a fuse on a firework, his death lit a touchpaper and resonated in unimaginable ways. The darkness was unleashed, something scary and thoroughly incomprehensible to a little boy. And Lettie—magical, comforting, wise beyond her years—promised to protect him, no matter what.A groundbreaking work from a master, The Ocean at the End of the Lane is told with a rare understanding of all that makes us human, and shows the power of stories to reveal and shelter us from the darkness inside and out. It is a stirring, terrifying, and elegiac fable as delicate as a butterfly's wing and as menacing as a knife in the dark.","['Fantasy', 'Fiction', 'Magical Realism', 'Horror', 'Audiobook', 'Young Adult', 'Adult']",4.01,"579,095",https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane
278,30118,30118,142009,32,60513063,9780060513060.0,Shel Silverstein,1981.0,A Light in the Attic,a light in the attic,eng,4.34,297861,304514,2431,3585,7593,38923,85051,169362,https://images.gr-assets.com/books/1427169918m/30118.jpg,https://images.gr-assets.com/books/1427169918s/30118.jpg,279.0,a light in the attic,Shel Silverstein,"Last night while I lay thinking here Some Whatifs crawled inside my ear And pranced and partied all night long And sang their same old Whatif song: Whatif I flunk that test?Whatif green hair grows on my chest?Whatif nobody likes me?Whatif a bolt of lightning strikes me?...This 20th anniversary of Shel Silverstein's A Light in the Attic includes a CD of highlights from his Grammy Award-winning album.Here in the attic of Shel Silverstein you will find Backward Bill, Sour Face Ann, the Meehoo with an Exactlywatt, and the Polar Bear in the Frigidaire. You will talk with Broiled Face, and find out what happens when Somebody steals your knees, you get caught by the Quick-Digesting Gink, a Mountain snores, and They Put a Brassiere on the Camel.From the creator of the beloved poetry collections Where the Sidewalk Ends and Falling Up, here is another wondrous book of poems and drawings.","['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']",4.35,"428,435",https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic
279,29056083,29056083,48765776,95,751565350,9780751565360.0,"John Tiffany, Jack Thorne, J.K. Rowling",2016.0,"Harry Potter and the Cursed Child, Parts One and Two","harry potter and the cursed child - parts one and two (harry potter, #8)",eng,3.75,270603,397773,53365,15828,35842,96395,133156,116552,https://images.gr-assets.com/books/1470082995m/29056083.jpg,https://images.gr-assets.com/books/1470082995s/29056083.jpg,2125.0,"harry potter and the cursed child: parts one and two (harry potter, #8)",J.K. Rowling,"The eighth story, nineteen years later...It was always difficult being Harry Potter, and it isn't much easier now that he is an overworked employee of the Ministry of Magic, a husband, and a father of three school-age children.While Harry grapples with a past that refuses to stay where it belongs, his youngest son, Albus, must struggle with the weight of a family legacy he never wanted. As past and present fuse ominously, both father and son learn the uncomfortable truth: sometimes, darkness comes from unexpected places.Based on an original new story by J.K. Rowling, Jack Thorne, and John Tiffany, a new play by Jack Thorne, ""Harry Potter and the Cursed Child"" is the complete and official playscript of the original, award-winning West End production. This updated edition includes the final dialogue and stage directions, a conversation piece between director John Tiffany and playwright Jack Thorne, the Potter family tree, and a timeline of events in the wizarding world leading up to ""Harry Potter and the Cursed Child.""","['Fantasy', 'Fiction', 'Young Adult', 'Plays', 'Magic', 'Adventure', 'Middle Grade']",3.51,"944,482",https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child
280,11614718,11614718,10342808,108,61726834,9780061726840.0,Lauren Oliver,2011.0,Delirium,"delirium (delirium, #1)",eng,3.99,256975,352398,24271,8868,21223,68789,117580,135938,https://images.gr-assets.com/books/1327890411m/11614718.jpg,https://images.gr-assets.com/books/1327890411s/11614718.jpg,1229.0,"delirium (delirium, #1)",Lauren Oliver,"There is an alternate cover edition for this ISBN13 here.In an alternate United States, love has been declared a dangerous disease, and the government forces everyone who reaches eighteen to have a procedure called the Cure. Living with her aunt, uncle, and cousins in Portland, Maine, Lena Haloway is very much looking forward to being cured and living a safe, predictable life. She watched love destroy her mother and isn't about to make the same mistake.But with ninety-five days left until her treatment, Lena meets enigmatic Alex, a boy from the ""Wilds"" who lives under the government's radar. What will happen if they do the unthinkable and fall in love?","['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Teen']",3.96,"456,900",https://www.goodreads.com/book/show/11614718-delirium
281,32499,32499,490324,145,385339704,9780385339700.0,John Grisham,1992.0,The Pelican Brief,the pelican brief,eng,3.95,288376,296168,2006,2362,12423,73587,116438,91358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2332.0,the pelican brief,John Grisham,"In suburban Georgetown a killer's Reeboks whisper on the front floor of a posh home... In a seedy D.C. porno house a patron is swiftly garroted to death... The next day America learns that two of its Supreme Court justices have been assassinated. And in New Orleans, a young law student prepares a legal brief... To Darby Shaw it was no more than a legal shot in the dark, a brilliant guess. To the Washington establishment it was political dynamite. Suddenly Darby is witness to a murder -- a murder intended for her. Going underground, she finds there is only one person she can trust -- an ambitious reporter after a newsbreak hotter than Watergate -- to help her piece together the deadly puzzle. Somewhere between the bayous of  Louisiana and the White House's inner sanctums, a violent cover-up is being engineered. For someone has read Darby's brief. Someone who will stop at nothing to destroy the evidence of an unthinkable crime.","['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']",4.04,"418,255",https://www.goodreads.com/book/show/32499.The_Pelican_Brief
282,17061,17061,2834844,153,61139378,9780061139380.0,Neil Gaiman,2002.0,Coraline,coraline,eng,4.03,316379,343630,13905,7078,15010,67188,126167,128187,https://images.gr-assets.com/books/1493497435m/17061.jpg,https://images.gr-assets.com/books/1493497435s/17061.jpg,717.0,coraline,Neil Gaiman,"The day after they moved in, Coraline went exploring....In Coraline's family's new flat are twenty-one windows and fourteen doors. Thirteen of the doors open and close. The fourteenth is locked, and on the other side is only a brick wall, until the day Coraline unlocks the door to find a passage to another flat in another house just like her own. Only it's different. At first, things seem marvelous in the other flat. The food is better. The toy box is filled with wind-up angels that flutter around the bedroom, books whose pictures writhe and crawl and shimmer, little dinosaur skulls that chatter their teeth. But there's another mother, and another father, and they want Coraline to stay with them and be their little girl. They want to change her and never let her go. Other children are trapped there as well, lost souls behind the mirrors. Coraline is their only hope of rescue. She will have to fight with all her wits and all the tools she can find if she is to save the lost children, her ordinary life, and herself. Critically acclaimed and award-winning author Neil Gaiman will delight readers with his first novel for all ages.","['Fantasy', 'Horror', 'Fiction', 'Young Adult', 'Middle Grade', 'Childrens', 'Audiobook']",4.1,"629,448",https://www.goodreads.com/book/show/17061.Coraline
283,12067,12067,4110990,114,60853980,9780060853980.0,"Terry Pratchett, Neil Gaiman",1990.0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","good omens: the nice and accurate prophecies of agnes nutter, witch",en-US,4.25,298304,326373,13914,4991,10988,44804,101159,164431,https://images.gr-assets.com/books/1392528568m/12067.jpg,https://images.gr-assets.com/books/1392528568s/12067.jpg,244.0,"good omens: the nice and accurate prophecies of agnes nutter, witch",Terry Pratchett,"According to the Nice and Accurate Prophecies of Agnes Nutter - the world's only totally reliable guide to the future - the world will end on a Saturday. Next Saturday, in fact. Just after tea...People have been predicting the end of the world almost from its very beginning, so it’s only natural to be sceptical when a new date is set for Judgement Day. This time though, the armies of Good and Evil really do appear to be massing. The four Bikers of the Apocalypse are hitting the road. But both the angels and demons – well, one fast-living demon and a somewhat fussy angel – would quite like the Rapture not to happen.And someone seems to have misplaced the Antichrist…","['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy']",4.25,"681,446",https://www.goodreads.com/book/show/12067.Good_Omens
284,70401,70401,1701188,312,140042598,9780140042600.0,Jack Kerouac,1955.0,On the Road,on the road,eng,3.64,246602,277884,12011,13769,31221,70104,88569,74221,https://images.gr-assets.com/books/1413588576m/70401.jpg,https://images.gr-assets.com/books/1413588576s/70401.jpg,177.0,on the road,Jack Kerouac,"A quintessential novel of America & the Beat Generation On the Road chronicles Jack Kerouac's years traveling the N. American continent with his friend Neal Cassady, ""a sideburned hero of the snowy West."" As ""Sal Paradise"" & ""Dean Moriarty,"" the two roam the country in a quest for self-knowledge & experience. Kerouac's love of America, compassion for humanity & sense of language as jazz combine to make On the Road an inspirational work of lasting importance. This classic novel of freedom & longing defined what it meant to be ""Beat"" & has inspired every generation since its initial publication.","['Classics', 'Fiction', 'Travel', 'Literature', 'Novels', 'American', 'Adventure']",3.62,"392,511",https://www.goodreads.com/book/show/70401.On_the_Road
285,16181775,16181775,22084678,122,1476729085,9781476729080.0,Graeme Simsion,2013.0,The Rosie Project,"the rosie project (don tillman, #1)",eng,4.01,251703,305509,31155,4544,11558,57792,133951,97664,https://images.gr-assets.com/books/1371651741m/16181775.jpg,https://images.gr-assets.com/books/1371651741s/16181775.jpg,1302.0,"the rosie project (don tillman, #1)",Graeme Simsion,"An international sensation, this hilarious, feel-good novel is narrated by an oddly charming and socially challenged genetics professor on an unusual quest: to find out if he is capable of true love.Don Tillman, professor of genetics, has never been on a second date. He is a man who can count all his friends on the fingers of one hand, whose lifelong difficulty with social rituals has convinced him that he is simply not wired for romance. So when an acquaintance informs him that he would make a “wonderful” husband, his first reaction is shock. Yet he must concede to the statistical probability that there is someone for everyone, and he embarks upon The Wife Project. In the orderly, evidence-based manner with which he approaches all things, Don sets out to find the perfect partner. She will be punctual and logical—most definitely not a barmaid, a smoker, a drinker, or a late-arriver.Yet Rosie Jarman is all these things. She is also beguiling, fiery, intelligent—and on a quest of her own. She is looking for her biological father, a search that a certain DNA expert might be able to help her with. Don's Wife Project takes a back burner to the Father Project and an unlikely relationship blooms, forcing the scientifically minded geneticist to confront the spontaneous whirlwind that is Rosie—and the realization that love is not always what looks good on paper.The Rosie Project is a moving and hilarious novel for anyone who has ever tenaciously gone after life or love in the face of overwhelming challenges.","['Fiction', 'Romance', 'Contemporary', 'Humor', 'Chick Lit', 'Adult', 'Audiobook']",4.02,"531,593",https://www.goodreads.com/book/show/16181775-the-rosie-project
286,3063499,3063499,3094402,99,446579939,9780446579930.0,Nicholas Sparks,2008.0,The Lucky One,the lucky one,en-US,4.1,267166,281323,9476,3661,11792,54208,94613,117049,https://images.gr-assets.com/books/1420816338m/3063499.jpg,https://images.gr-assets.com/books/1420816338s/3063499.jpg,1601.0,the lucky one,Nicholas Sparks,"When U.S. Marine Logan Thibault finds a photograph of a smiling young woman half-buried in the dirt during his third tour of duty in Iraq, his first instinct is to toss it aside. Instead, he brings it back to the base for someone to claim, but when no one does, he finds himself always carrying the photo in his pocket. Soon Thibault experiences a sudden streak of luck—winning poker games and even surviving deadly combat that kills two of his closest buddies. Only his best friend, Victor, seems to have an explanation for his good fortune: the photograph—his lucky charm.Back home in Colorado, Thibault can’t seem to get the photo—and the woman in it—out of his mind. Believing that she somehow holds the key to his destiny, he sets out on a journey across the country to find her, never expecting the strong but vulnerable woman he encounters in Hampton, North Carolina—Elizabeth, a divorced mother with a young son—to be the girl he’s been waiting his whole life to meet. Caught off guard by the attraction he feels, Thibault keeps the story of the photo, and his luck, a secret. As he and Elizabeth embark upon a passionate and all-consuming love affair, the secret he is keeping will soon threaten to tear them apart—destroying not only their love, but also their lives.Filled with tender romance and terrific suspense, The Lucky One is Nicholas Sparks at his best—an unforgettable story about the surprising paths our lives often take and the power of fate to guide us to true and everlasting love.","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Contemporary Romance', 'Adult Fiction']",4.12,"353,304",https://www.goodreads.com/book/show/3063499-the-lucky-one
287,2122,2122,3331807,154,451191153,9780451191150.0,"Ayn Rand, Leonard Peikoff",1943.0,The Fountainhead,the fountainhead,eng,3.85,244545,254976,10198,18158,18720,44131,76424,97543,https://images.gr-assets.com/books/1491163636m/2122.jpg,https://images.gr-assets.com/books/1491163636s/2122.jpg,130.0,the fountainhead,Ayn Rand,"The revolutionary literary vision that sowed the seeds of Objectivism, Ayn Rand's groundbreaking philosophy, and brought her immediate worldwide acclaim.This modern classic is the story of intransigent young architect Howard Roark, whose integrity was as unyielding as granite...of Dominique Francon, the exquisitely beautiful woman who loved Roark passionately, but married his worst enemy...and of the fanatic denunciation unleashed by an enraged society against a great creator. As fresh today as it was then, Rand’s provocative novel presents one of the most challenging ideas in all of fiction—that man’s ego is the fountainhead of human progress...“A writer of great power. She has a subtle and ingenious mind and the capacity of writing brilliantly, beautifully, bitterly...This is the only novel of ideas written by an American woman that I can recall.”—The New York Times","['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels', 'Politics', 'Architecture']",3.88,"316,094",https://www.goodreads.com/book/show/2122.The_Fountainhead
288,19691,19691,1112006,117,425172902,9780425172900.0,Tom Clancy,1984.0,The Hunt for Red October,"the hunt for red october (jack ryan universe, #4)",,4.01,270318,278255,2117,9470,13707,49906,95296,109876,https://images.gr-assets.com/books/1281995542m/19691.jpg,https://images.gr-assets.com/books/1281995542s/19691.jpg,705.0,"the hunt for red october (jack ryan, #3)",Tom Clancy,"Here is the runaway bestseller that launched Tom Clancy's phenomenal career. A military thriller so gripping in its action and so convincing in its accuracy that the author was rumored to have been debriefed by the White House. Its theme: the greatest espionage coup in history. Its story: the chase for a top secret Russian missile sub. Lauded by the Washington Post as ""breathlessly exciting."" The Hunt for Red October remains a masterpiece of military fiction by one of the world's most popular authors, a man whose shockingly realistic scenarios continue to hold us in thrall.Somewhere under the Atlantic, a Soviet sub commander has just made a fateful decision. The Red October is heading west. The Americans want her. The Russians want her back. And the most incredible chase in history is on...","['Fiction', 'Thriller', 'Military Fiction', 'Suspense', 'Mystery', 'Espionage', 'Adventure']",4.1,"365,818",https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October
289,76620,76620,1357456,193,038039586X,9780380395870.0,Richard Adams,1972.0,Watership Down,"watership down (watership down, #1)",eng,4.05,292426,308373,10399,9158,15767,52906,102093,128449,https://images.gr-assets.com/books/1405136931m/76620.jpg,https://images.gr-assets.com/books/1405136931s/76620.jpg,122.0,"watership down (watership down, #1)",Richard  Adams,"Librarian's note: See alternate cover edition of ISBN13 9780380395866 here.Set in England's Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of friends, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society.","['Classics', 'Fiction', 'Fantasy', 'Young Adult', 'Animals', 'Childrens', 'Adventure']",4.08,"467,564",https://www.goodreads.com/book/show/76620.Watership_Down
290,10335308,10335308,15237902,18,307886263,9780307886260.0,Mindy Kaling,2011.0,Is Everyone Hanging Out Without Me? (And Other Concerns),is everyone hanging out without me? (and other concerns),eng,3.84,290674,312931,19397,6438,18856,81229,117248,89160,https://images.gr-assets.com/books/1443264638m/10335308.jpg,https://images.gr-assets.com/books/1443264638s/10335308.jpg,,,,,,,,
291,3591262,3591262,3633533,74,375414495,9780375414500.0,Abraham Verghese,2009.0,Cutting for Stone,cutting for stone,eng,4.28,258319,281079,23146,4586,9249,32671,91293,143280,https://images.gr-assets.com/books/1327931601m/3591262.jpg,https://images.gr-assets.com/books/1327931601s/3591262.jpg,707.0,cutting for stone,Abraham   Verghese,"A sweeping, emotionally riveting first novel - an enthralling family saga of Africa and America, doctors and patients, exile and home.Marion and Shiva Stone are twin brothers born of a secret union between a beautiful Indian nun and a brash British surgeon at a mission hospital in Addis Ababa. Orphaned by their mother’s death in childbirth and their father’s disappearance, bound together by a preternatural connection and a shared fascination with medicine, the twins come of age as Ethiopia hovers on the brink of revolution. Yet it will be love, not politics—their passion for the same woman—that will tear them apart and force Marion, fresh out of medical school, to flee his homeland. He makes his way to America, finding refuge in his work as an intern at an underfunded, overcrowded New York City hospital. When the past catches up to him—nearly destroying him—Marion must entrust his life to the two men he thought he trusted least in the world: the surgeon father who abandoned him and the brother who betrayed him.An unforgettable journey into one man’s remarkable life, and an epic story about the power, intimacy, and curious beauty of the work of healing others.(front flap)","['Fiction', 'Historical Fiction', 'Africa', 'Book Club', 'Medicine', 'Ethiopia', 'Medical']",4.3,"362,468",https://www.goodreads.com/book/show/3591262-cutting-for-stone
292,140225,140225,3349054,299,006112527X,9780061125270.0,"C.S. Lewis, Pauline Baynes",1951.0,The Voyage of the Dawn Treader,"the voyage of the dawn treader (chronicles of narnia, #3)",eng,4.08,306492,325264,4620,2658,12490,69089,112121,128906,https://images.gr-assets.com/books/1343185059m/140225.jpg,https://images.gr-assets.com/books/1343185059s/140225.jpg,420.0,"the voyage of the dawn treader (chronicles of narnia, #3)",C.S. Lewis,"NARNIA... the world of wicked dragons and magic spells, where the very best is brought out of even the worst people, where anything can happen (and most often does)... and where the adventure begins.The Dawn Treader is the first ship Narnia has seen in centuries. King Caspian has built it for his voyage to find the seven lords, good men whom his evil uncle Miraz banished when he usurped the throne. The journey takes Edmund, Lucy, and their cousin Eustace to the Eastern Islands, beyond the Silver Sea, toward Aslan's country at the End of the World.","['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian']",4.09,"448,922",https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader
293,295,295,3077988,2573,753453800,9780753453800.0,Robert Louis Stevenson,1882.0,Treasure Island,treasure island,eng,3.82,268012,310515,7917,5349,19127,86487,114968,84584,https://images.gr-assets.com/books/1485248909m/295.jpg,https://images.gr-assets.com/books/1485248909s/295.jpg,294.0,treasure island,Robert Louis Stevenson,"""For sheer storytelling delight and pure adventure, Treasure Island has never been surpassed. From the moment young Jim Hawkins first encounters the sinister Blind Pew at the Admiral Benbow Inn until the climactic battle for treasure on a tropic isle, the novel creates scenes and characters that have fired the imaginations of generations of readers. Written by a superb prose stylist, a master of both action and atmosphere, the story centers upon the conflict between good and evil - but in this case a particularly engaging form of evil. It is the villainy of that most ambiguous rogue Long John Silver that sets the tempo of this tale of treachery, greed, and daring. Designed to forever kindle a dream of high romance and distant horizons, Treasure Island is, in the words of G. K. Chesterton, 'the realization of an ideal, that which is promised in its provocative and beckoning map; a vision not only of white skeletons but also green palm trees and sapphire seas.' G. S. Fraser terms it 'an utterly original book' and goes on to write: 'There will always be a place for stories like Treasure Island that can keep boys and old men happy.'","['Fiction', 'Adventure', 'Classics', 'Historical Fiction', 'Young Adult', 'Childrens', 'Pirates']",3.84,"464,664",https://www.goodreads.com/book/show/295.Treasure_Island
